
1000	0.0064902
2000	0.0248694
3000	0.0393886
4000	0.0587251
5000	0.0636401
6000	0.0915621
7000	0.124417
8000	0.157907
9000	0.203139
10000	0.244932
11000	0.299737
12000	0.348664
13000	0.408732
14000	0.584751
15000	0.610322
16000	0.638821
17000	0.772852
18000	0.81679
19000	0.912334
20000	1.0369
21000	1.09523
22000	1.24059
23000	1.28493
24000	1.46453
25000	1.52297
26000	1.64597
27000	1.78952
28000	1.91005
29000	2.12249
30000	2.28514
31000	2.33328
32000	2.52771
33000	2.65061
34000	2.86105
35000	3.08223
36000	3.15739
37000	3.34956
38000	3.54244
39000	3.80742
40000	3.93077
41000	4.12049
42000	4.33147
43000	4.52766
44000	4.71642
45000	5.01037
46000	5.18183
47000	5.4431
48000	5.72086
49000	5.9142
50000	6.20713
