
1000	9.2433e-05
2000	0.000172826
3000	0.000254871
4000	0.00034754
5000	0.000384726
6000	0.000502499
7000	0.000520921
8000	0.000557326
9000	0.000292942
10000	0.000406683
11000	0.000369508
12000	0.000790526
13000	0.000700319
14000	0.000464579
15000	0.000533445
16000	0.000527343
17000	0.00057463
18000	0.000602533
19000	0.000639015
20000	0.000691019
21000	0.000697955
22000	0.00114069
23000	0.000722584
24000	0.00080832
25000	0.000839909
26000	0.000868434
27000	0.000834266
28000	0.000935994
29000	0.000958832
30000	0.000993275
31000	0.00103078
32000	0.00151468
33000	0.00110798
34000	0.00116852
35000	0.00124413
36000	0.00124486
37000	0.00127662
38000	0.00126531
39000	0.00129918
40000	0.00177295
41000	0.00146906
42000	0.00143297
43000	0.00146395
44000	0.00149308
45000	0.00150031
46000	0.00150629
47000	0.00240922
48000	0.00158468
49000	0.00168886
50000	0.00168729
51000	0.00168477
52000	0.00169779
53000	0.00224852
54000	0.00186116
55000	0.00179251
56000	0.00177665
57000	0.00186708
58000	0.00182798
59000	0.00259023
60000	0.00199724
61000	0.0019658
62000	0.00210123
63000	0.0019881
64000	0.00207997
65000	0.00276848
66000	0.00221676
67000	0.00232441
68000	0.0022755
69000	0.00232997
70000	0.00331136
71000	0.00259279
72000	0.00246464
73000	0.00246214
74000	0.0025215
75000	0.00352981
76000	0.00255629
77000	0.0025444
78000	0.00262071
79000	0.00274419
80000	0.00296346
81000	0.00279769
82000	0.002751
83000	0.00281886
84000	0.00378066
85000	0.00289761
86000	0.00290222
87000	0.00280593
88000	0.00338948
89000	0.00293591
90000	0.00306504
91000	0.00312221
92000	0.00354609
93000	0.00329404
94000	0.00315818
95000	0.00305647
96000	0.00341842
97000	0.00344473
98000	0.00318548
99000	0.00331864
100000	0.00355307
101000	0.00360926
102000	0.00343164
103000	0.00348317
104000	0.00413345
105000	0.00347425
106000	0.00341233
107000	0.00357603
108000	0.00432461
109000	0.00374301
110000	0.00367179
111000	0.00408915
112000	0.0039005
113000	0.00389122
114000	0.00380519
115000	0.00434249
116000	0.00375353
117000	0.00381078
118000	0.00448433
119000	0.00387571
120000	0.00386909
121000	0.00391696
122000	0.00412245
123000	0.00396578
124000	0.00459172
125000	0.00466709
126000	0.00422754
127000	0.00425181
128000	0.00489244
129000	0.0043365
130000	0.0043044
131000	0.00499822
132000	0.00456231
133000	0.00474834
134000	0.00527167
135000	0.00470105
136000	0.00458978
137000	0.00524346
138000	0.00467192
139000	0.00465269
140000	0.00512585
141000	0.00479154
142000	0.00481529
143000	0.00492526
144000	0.00494785
145000	0.00597369
146000	0.00499628
147000	0.0050686
148000	0.00533942
149000	0.00523218
150000	0.00500597
151000	0.00548273
152000	0.00539477
153000	0.0057823
154000	0.00523126
155000	0.00529395
156000	0.00574596
157000	0.00520112
158000	0.00527799
159000	0.00543713
160000	0.0115617
161000	0.00967714
162000	0.00884311
163000	0.0091379
164000	0.00763319
165000	0.00816102
166000	0.0125658
167000	0.00962337
168000	0.00921508
169000	0.00811654
170000	0.00764603
171000	0.00816176
172000	0.00681929
173000	0.00655789
174000	0.00642179
175000	0.00618059
176000	0.0062172
177000	0.00596016
178000	0.00643904
179000	0.00590298
180000	0.00628896
181000	0.00611113
182000	0.0110251
183000	0.00714895
184000	0.00710419
185000	0.00649514
186000	0.00682153
187000	0.00619891
188000	0.00644942
189000	0.00638673
190000	0.00624815
191000	0.00655061
192000	0.00630375
193000	0.00724586
194000	0.00638451
195000	0.00733864
196000	0.00674738
197000	0.00715019
198000	0.0067681
199000	0.00712424
200000	0.0068109
