
100	0.019195
200	0.0389317
300	0.0547849
400	0.0566615
500	0.0992316
600	0.137606
700	0.142002
800	0.0939471
900	0.11504
1000	0.173327
1100	0.216701
1200	0.182775
1300	0.205235
1400	0.270551
1500	0.268049
1600	0.232066
1700	0.235686
1800	0.247201
1900	0.275136
2000	0.287765
2100	0.325978
2200	0.344295
2300	0.367547
2400	0.498446
2500	0.442896
2600	0.563548
2700	0.500791
2800	0.520313
2900	0.522715
3000	0.600515
3100	0.583934
3200	0.472512
3300	0.481804
3400	0.506746
3500	0.510215
3600	0.583886
3700	0.554941
3800	0.591419
3900	0.612915
4000	0.663708
4100	0.684044
4200	0.710646
4300	0.707751
4400	0.729065
4500	0.745537
4600	0.815394
4700	0.805094
4800	0.848995
4900	0.845535
5000	0.881737
5100	0.918168
5200	0.943201
5300	0.959339
5400	0.994678
5500	1.016
5600	1.05686
5700	1.08592
5800	1.11297
5900	1.14461
6000	1.14703
6100	1.25688
6200	1.23675
6300	1.26678
6400	0.976019
6500	1.00105
6600	1.09319
6700	1.05434
6800	1.08023
6900	1.0905
7000	1.11369
7100	1.12827
7200	1.17026
7300	1.19309
7400	1.22239
7500	1.24357
7600	1.28366
7700	1.3257
7800	1.3
7900	1.33708
8000	1.37822
8100	1.35476
8200	1.41026
8300	1.45499
8400	1.47987
8500	1.51768
8600	1.49669
8700	1.52321
8800	1.54017
8900	1.57572
9000	1.63288
9100	1.62125
9200	1.6197
9300	1.74084
9400	1.71928
9500	1.79225
9600	1.85296
9700	1.79806
9800	1.8226
9900	1.84925
10000	1.88698
