
1000	0.00300959
2000	0.0124852
3000	0.0229692
4000	0.0333471
5000	0.0445509
6000	0.0541125
7000	0.0614826
8000	0.0777961
9000	0.101053
10000	0.121716
11000	0.148071
12000	0.217385
13000	0.261873
14000	0.276832
15000	0.329215
16000	0.327013
17000	0.414544
18000	0.461233
19000	0.444293
20000	0.54505
21000	0.55108
22000	0.658244
23000	0.691981
24000	0.771598
25000	0.840249
26000	0.87841
27000	0.891675
28000	1.00189
29000	1.04056
30000	1.10771
31000	1.27487
32000	1.27554
33000	1.34896
34000	1.45586
35000	1.55977
36000	1.5961
37000	1.79763
38000	1.78017
39000	1.87555
40000	1.9936
41000	2.04214
42000	2.18128
43000	2.27235
44000	2.3805
45000	2.47265
46000	2.60183
47000	2.71873
48000	2.84447
49000	2.94636
50000	3.15974
